ticket_id,customer_id,category,priority,created_at,resolved_at,resolution_hours,satisfaction_score,agent_name,channel,description
TKT-00682,CUST-073,Account,Medium,2024-02-01T02:53:04Z,2024-02-01T19:53:04Z,17.0,9.0,Abigail Shaffer,chat,Side draw key point decision same.
TKT-00683,CUST-172,Technical,Low,2024-02-13T11:49:00Z,2024-02-14T01:49:00Z,14.0,9.0,Abigail Shaffer,phone,Approach enough standard apply less live.
TKT-00684,CUST-057,Security,Low,2024-02-10T00:02:35Z,2024-02-10T03:02:35Z,3.0,,Cristian Santos,portal,Second sell mouth here relationship listen certain.
TKT-00685,CUST-351,Security,Medium,2024-02-18T19:07:36Z,2024-02-19T08:07:36Z,13.0,8.0,Dylan Miller,chat,Activity until large question which raise.
TKT-00686,CUST-388,Onboarding,Medium,2024-02-26T18:23:56Z,2024-02-27T03:23:56Z,9.0,1.0,Abigail Shaffer,chat,Support request: Best most government.
TKT-00687,CUST-028,Performance,Medium,2024-02-14T00:30:23Z,,,,Monica Herrera,chat,Particular present evening establish sort effort.
TKT-00688,CUST-055,Billing,High,2024-02-10T22:14:17Z,2024-02-11T13:14:17Z,15.0,10.0,Connie Lawrence,email,Hospital significant see same open crime front real.
TKT-00689,CUST-169,Billing,Medium,2024-02-26T00:46:30Z,,,,Abigail Shaffer,portal,Finish action across attack.
TKT-00690,CUST-338,Security,Medium,2024-02-04T17:37:53Z,2024-02-04T20:37:53Z,3.0,7.0,Michele Williams,chat,Support request: Best billion land detail exist cover.
TKT-00691,CUST-459,Billing,Medium,2024-02-22T14:22:29Z,2024-02-24T19:22:29Z,53.0,5.0,Dylan Miller,portal,People arm order.
TKT-00692,CUST-163,Performance,High,2024-02-25T06:10:36Z,2024-02-26T14:10:36Z,32.0,3.0,Gabrielle Davis,email,Support request: Wear point remain build task.
TKT-00693,CUST-029,Onboarding,High,2024-02-11T21:26:09Z,2024-02-11T22:26:09Z,1.0,,Lisa Hensley,chat,Heavy shake possible sort.
TKT-00694,CUST-251,Performance,Medium,2024-02-19T08:37:26Z,2024-02-22T02:37:26Z,66.0,4.0,Cristian Santos,chat,To receive education level.
TKT-00695,CUST-070,Account,Medium,2024-02-12T04:21:07Z,2024-02-14T03:21:07Z,47.0,6.0,Connie Lawrence,portal,Police two everybody interview.
TKT-00696,CUST-280,Performance,Medium,2024-02-25T23:51:54Z,2024-02-28T14:51:54Z,63.0,,Gina Moore,phone,Either sit everyone artist home you.
TKT-00697,CUST-198,Performance,Low,2024-02-20T20:24:14Z,2024-02-22T12:24:14Z,40.0,6.0,Noah Rhodes,phone,Support request: Western enough key man up.. Email fwhite@example.org for details.
TKT-00698,CUST-257,Performance,Medium,2024-02-09T14:10:50Z,2024-02-10T20:10:50Z,30.0,,Ryan Munoz,chat,Support request: Number economy knowledge to.. Email denisesmith@example.org for details.
TKT-00699,CUST-376,Performance,Critical,2024-02-16T15:04:15Z,2024-02-18T08:04:15Z,41.0,2.0,Ryan Munoz,phone,Support request: West stand lot note various grow.. Email richard15@example.net for details.
TKT-00700,CUST-076,Security,Medium,2024-02-18T17:50:11Z,2024-02-20T16:50:11Z,47.0,6.0,Abigail Shaffer,portal,Just country along agent you draw home society.
